更新时间,#genre#
20250810-18-24-57,url


RespoTime,whitelist,#genre#
544.42ms,CCTV9-纪录,https://stream1.freetv.fun/f4e32734452203d9a400787e1d8eea7db27f5a135d12eb257b8f4fb28413b3c4.m3u8
544.48ms,陕西卫视,http://111.227.196.164:9901/tsfile/live/0136_1.m3u8
544.68ms,浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
544.81ms,湖北卫视,https://stream1.freetv.fun/11a27a1eb12a1c6020ea2f80804d50db752fbd4c2c7cf3c456dd309d9033a98c.m3u8
544.87ms,新疆卫视,https://stream1.freetv.fun/108ed1b5db68ef5fb48a15383b7ccc7d04af206a9b9611bd1fdb48f2f37b50c4.m3u8
545.02ms,CCTV12-社会与法,https://stream1.freetv.fun/3b7ab12e53d8940f11425a003775b632c1f36e38a900011df46af87afe869e85.m3u8
545.09ms,广西卫视,https://stream1.freetv.fun/1984533e3d6622b87d4e576e8bfd6d04459b2547cef4001109cbd7f6ff118bd8.m3u8
545.22ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-10.m3u8
545.24ms,新疆卫视,https://stream1.freetv.fun/5027603861b7d683b3efa4458d7b350b4496e3f0fa64e93b2621fd54e360a1de.m3u8
545.25ms,湖北卫视,https://stream1.freetv.fun/6596b480fc6b099b72d49f6a87d4f056a3b9d04651cdd0ee732d1b35577dbdf4.m3u8
545.26ms,浙江新闻,https://stream1.freetv.fun/zhe-jiang-xin-wen-7.m3u8
545.30ms,西藏卫视,https://stream1.freetv.fun/xi-cang-wei-shi-42.m3u8
545.32ms,金鹰卡通,https://stream1.freetv.fun/321f73ad28440de1629cd54e028c9355b2cb709eb8b30b90e4d0f3d5b41b0c4e.m3u8
545.33ms,内蒙古卫视,https://stream1.freetv.fun/901de27c68715645c144101c7d6cb3bed6a7e6a0ece085e49a6cc375349eaf34.m3u8
545.46ms,CCTV风云足球,http://115.150.63.77:9902/tsfile/live/1028_1.m3u8
545.64ms,广东卫视,https://stream1.freetv.fun/79202aa439fc4fb94a8304f8608737f7cff1626f2b42aa6d5552ecfc2bcacbaf.m3u8
545.65ms,西藏卫视,https://stream1.freetv.fun/b6fd525230d5e936f16a8f7e029daee6271d0c67f492af57f4de23e14f9daa1a.m3u8
545.78ms,辽宁卫视,https://stream1.freetv.fun/72a4b091186e5fc5835c869ec7ffa1f4cc75b6f7d9c3699e7f8d9d4f76a83258.m3u8
545.84ms,甘肃卫视,https://stream1.freetv.fun/d9b6033766a5517e1ab75aa6ec1ae11709a3110da4cc7f579ad03cf6190c952c.m3u8
545.97ms,哈哈炫动,https://stream1.freetv.fun/ipv6-ha-ha-xuan-dong-12.m3u8
546.03ms,黑龙江卫视,https://stream1.freetv.fun/9f8220af32932a5f5f635dc51acc8c0270c30577c3cfe1be46a9f30dadd13cfa.m3u8
546.07ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-8.m3u8
546.14ms,CCTV8-电视剧,https://stream1.freetv.fun/96025f688cebcac076046c17e3b90961642503d33a7d153d69b4055f1247aed7.m3u8
546.18ms,东南卫视,https://stream1.freetv.fun/6aa84040a98ab3ba15fe43a0689c28f4dda723153024d1ee0fc770cc956edc24.m3u8
546.20ms,湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-8.m3u8
546.20ms,佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-15.ctv
546.22ms,CCTV10-科教,https://stream1.freetv.fun/fec45b2900e5d858cb7375e33af1adf63d089424e7d37955bb3b957ce7239f60.m3u8
546.24ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-15.m3u8
546.25ms,湖南娱乐,http://116.128.242.83:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
546.29ms,东方卫视,https://stream1.freetv.fun/d49c42e377a3c69a6dbd4489265b8d89168a6cd39cd418df86ed141b58d05c39.m3u8
546.30ms,CCTV14-少儿,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8
546.30ms,浙江新闻,https://stream1.freetv.fun/zhe-jiang-xin-wen-6.m3u8
546.31ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
546.39ms,CCTV10-科教,https://stream1.freetv.fun/0dcbed2ed662304a0dfedbfd136a829adf1c5248c533627626fddff02fb1b19f.m3u8
546.40ms,浙江少儿,https://stream1.freetv.fun/zhe-jiang-shao-er-16.ctv
546.49ms,黑龙江卫视,https://stream1.freetv.fun/8eac0925df1ae8507ad57f4372936a304c120cc31636bf1f843872e6681e563f.m3u8
546.51ms,宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
546.63ms,甘肃卫视,https://stream1.freetv.fun/af10d63ec7a9c20050b6367c0d8add663bddae804387f2f3df4ff9f0e6ecf4e9.m3u8
546.83ms,CCTV13-新闻,https://stream1.freetv.fun/ff24d77ced50923220b10cafbe5ffaeb6cb8c38a4b5cf52c0fc09d0ce4ef93b3.m3u8
546.84ms,宁夏卫视,https://stream1.freetv.fun/dac6bde8d0f89b3735cff3def0b505cb115db5d885ade8c0bfadd8712312dd5e.m3u8
546.89ms,兵团卫视,http://218.8.87.96:4000/rtp/229.58.190.178:5000
546.94ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-5.m3u8
546.96ms,青海卫视,http://fxgm.fxjf.work:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
547.03ms,东方卫视,https://stream1.freetv.fun/1adeb3128cbc7c74ed017192dc53a04fbf7d1add75418b57417546d1047b3a72.m3u8
547.09ms,东南卫视,http://183.162.205.235:4022/rtp/238.1.78.22:6104
547.15ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-32.ctv
547.16ms,天津卫视,https://stream1.freetv.fun/b3eb13b745703627bd6e4f9a0864000c04f07d77719a4f9bc6f0aa0d5c370410.m3u8
547.21ms,CCTV13-新闻,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8
547.35ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-11.m3u8
547.36ms,新疆卫视,http://110.80.17.38:9999/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
547.43ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-11.m3u8
547.48ms,河北都市,https://stream1.freetv.fun/he-bei-du-shi-24.m3u8
547.54ms,青海卫视,https://stream1.freetv.fun/e11c46f5e22344cdc6dbd7e7ace8666bc5784d578098b8966514421516a6ca77.m3u8
547.55ms,翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
547.64ms,辽宁卫视,https://stream1.freetv.fun/4d1a7ab8ec25b2f30964b093354720a665e3da94995df60a73e4a683296d45b3.m3u8
547.79ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-30.m3u8
547.94ms,西藏卫视,https://stream1.freetv.fun/64010ab34856c09a42358882d2051c8f2fb12da8bc85e487c80b15d6d0757a38.m3u8
548.02ms,哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
548.04ms,广东卫视,https://stream1.freetv.fun/7032dd2b86126b125a4a42c63b1c2c175975b401a309f3c31722542ede60c7d7.m3u8
548.17ms,龙华电影,https://stream1.freetv.fun/long-hua-dian-ying-4.ctv
548.20ms,厦门卫视,https://stream1.freetv.fun/c71a50d5cca22f2d65d97b8c3a3fb64d48fd6446bdba4c5a08135de2b235e837.m3u8
548.26ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-1.m3u8
548.34ms,CCTV1-综合,https://stream1.freetv.fun/ed56f455ae3fdab6f18723bceb3da6c3ee2e7ad0914baa05f5a533c02f6f303d.m3u8
548.37ms,青海卫视,http://113.25.252.226:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
548.38ms,上虞文化影院,https://stream1.freetv.fun/shang-yu-wen-hua-ying-yuan-3.ctv
548.41ms,CCTV4-中文国际,http://223.241.247.214:9901/tsfile/live/0004_1.m3u8
548.45ms,浙江国际,https://stream1.freetv.fun/zhe-jiang-guo-ji-2.m3u8
548.48ms,CCTV17-农业农村,https://stream1.freetv.fun/d8b7ff5633a3ddbce9eaa0ff2431fa601b88302391aa01a7e37fbd2d940a7079.m3u8
548.51ms,安徽经济生活,https://stream1.freetv.fun/an-hui-jing-ji-sheng-huo-13.m3u8
548.63ms,武义新闻综合,https://stream1.freetv.fun/wu-yi-xin-wen-zong-he-3.m3u8
548.65ms,龙华戏剧,https://stream1.freetv.fun/long-hua-xi-ju-4.m3u8
548.65ms,湖南都市,https://stream1.freetv.fun/hu-nan-du-shi-15.m3u8
548.67ms,嘉佳卡通,http://218.8.87.96:4000/rtp/229.58.190.107:5000
548.73ms,广东卫视,http://112.99.193.34:9901/tsfile/live/1043_1.m3u8
548.80ms,湖南经视,https://stream1.freetv.fun/hu-nan-jing-shi-14.m3u8
548.81ms,云南卫视,https://stream1.freetv.fun/c641c668703bdb2c9d80a75dcbf17474cf8b1203c8002158fb036111cc5ea8e2.m3u8
548.85ms,CCTV14-少儿,https://stream1.freetv.fun/42eff2ece8961ea3482558a01253af9c8362e8f498f71e244233be7bdd11fd65.m3u8
548.91ms,江苏卫视,https://stream1.freetv.fun/ca590be1149a8febc23f7dc0a4bd7bafd37beb6a92c2fc7f219171926d2af032.m3u8
548.93ms,东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-3.m3u8
549.03ms,哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
549.10ms,西藏卫视,https://stream1.freetv.fun/546e5d92d47a86a4aeafe2ead4e6609fc32fc5992c2eed9f4f3e7645ef686355.m3u8
549.35ms,康巴卫视,https://stream1.freetv.fun/e1854d983296da1d0804b07dcd259f5aafc1d7f17f59b6e0001d2a0741b5c608.m3u8
549.49ms,哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-18.ctv
549.54ms,四川卫视,https://stream1.freetv.fun/a4fd9fe1601ae0bc171653ec9e7056ffc25b4db1c0b9b2c51f93629dbef064ae.m3u8
549.57ms,丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
549.74ms,平湖新闻综合,http://play-sh13.quklive.com/live/1690167908295069.m3u8?auth_key=2027466211-f190eec410c24473825cbe1d8541e545-0-f21db57ae1b534802c1cf7be86cc3aef
549.75ms,CCTV14-少儿,https://stream1.freetv.fun/434a2477095cfbf70002e6227c044b94ee1aadb84750977ca5db1af4e09a53eb.m3u8
549.80ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-35.ctv
549.83ms,江苏卫视,https://stream1.freetv.fun/ab96b0ba87db2285506cd908301589912d6162c0fbae266f556585184a115dcb.m3u8
549.87ms,吉林卫视,http://113.25.252.226:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
549.88ms,东方卫视,https://stream1.freetv.fun/dong-fang-wei-shi-gao-qing-10.ctv
549.90ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-20.m3u8
549.94ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-8.m3u8
549.95ms,广西卫视,https://stream1.freetv.fun/856f3b6c385dc6ba4a11107e63bfb3bdf228e74251ccb18eef2a2849771c84ea.m3u8
549.99ms,安徽卫视,https://stream1.freetv.fun/4578c4cc1ec1e3a44b49c0377bcc7ad2f839ca97cf3f744a9959ab9a30f736fb.m3u8
549.99ms,四川卫视,https://stream1.freetv.fun/d98c7f303ea63c074b5a81788a7924c793425bcbb6a904b9b9e8e9355fb3db67.m3u8
549.99ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-8.m3u8
549.99ms,开化新闻综合,https://stream1.freetv.fun/kai-hua-xin-wen-zong-he-2.ctv
550.00ms,吉林卫视,https://stream1.freetv.fun/ec115ddb27069ec189cbd1363c4bc06def34d3a19b57c979b96ed9201bda04bb.m3u8
550.00ms,新疆卫视,https://stream1.freetv.fun/9984b91d551344bdfd104ed83945412e4b224dfc9eea616a99822f8241b8d47e.m3u8
550.08ms,航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
550.10ms,广西卫视,https://stream1.freetv.fun/yan-xi-wei-shi-69.m3u8
550.12ms,浙江卫视,http://183.162.205.235:4022/rtp/238.1.78.164:7184
550.21ms,CCTV风云音乐,http://nas.hssvm.com:8888/udp/225.1.1.192:5002
550.26ms,新疆卫视,https://stream1.freetv.fun/b018a738e4f4c556296cf873999c9652fa3a0afb20a39907e6653036e2cb0c15.m3u8
550.27ms,CCTV3-综艺,https://stream1.freetv.fun/2d9129721d5979db4d1a547476cfed2876edfd57ec4924abb7fa3f1da3a75462.m3u8
550.27ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-21.m3u8
550.28ms,浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8
550.38ms,厦门卫视,https://stream1.freetv.fun/f8d1629f014d910f22eba5798df47afb57a1636020d0ef99783649dc37c7a627.m3u8
550.39ms,广西卫视,http://223.241.247.214:9901/tsfile/live/0113_1.m3u8
550.39ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-45.m3u8
550.42ms,辽宁卫视,https://stream1.freetv.fun/edb57e606aa8da2b5359531477648dff67d77e37d6c904e8ff9acf181af3c5ab.m3u8
550.46ms,CCTV9-纪录,https://stream1.freetv.fun/ce906185e5183caa03ebb206c510ef636fb84841239d53fb4312737adcb7d53a.m3u8
550.48ms,VOA美国之音,https://voa-ingest.akamaized.net/hls/live/2033878/tvmc08/playlist.m3u8
550.50ms,石家庄新闻综合,https://stream1.freetv.fun/shi-jia-zhuang-xin-wen-zong-he-11.ctv
550.54ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-4.ctv
550.59ms,浙江国际,https://stream1.freetv.fun/zhe-jiang-guo-ji-1.ctv
550.64ms,石家庄新闻综合,https://stream1.freetv.fun/shi-jia-zhuang-xin-wen-zong-he-2.ctv
550.71ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-21.m3u8
550.73ms,CCTV2-财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
550.74ms,新疆卫视,https://stream1.freetv.fun/77b68345fd847400566765bdaa5da6c6f4ca9cd3d969783cc1145a91afae9fa0.m3u8
550.75ms,浙江公共新闻,https://stream1.freetv.fun/zhe-jiang-gong-gong-xin-wen-1.ctv
550.82ms,浙江卫视,http://223.241.247.214:9901/tsfile/live/1010_1.m3u8
550.83ms,重庆卫视,https://stream1.freetv.fun/1fe7f1b5b68a880923d9a065e419d7346a432bf53b28eeed61d394604f2134ea.m3u8
550.91ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-5.ctv
550.95ms,衢江新闻综合,https://stream1.freetv.fun/qu-jiang-xin-wen-zong-he-3.m3u8
551.14ms,CCTV12-社会与法,http://171.15.18.199:8180/TV00000000000000000012@HHZT
551.17ms,湖南公共,http://116.128.242.83:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
551.18ms,四川卫视,https://stream1.freetv.fun/4fac296fd9cc5208891eb5a10f289404e7719e3c738bfdda26d726eb9e039e97.m3u8
551.19ms,CCTV2-财经,https://stream1.freetv.fun/0c2d56a09c4103a4bd2a0b1fce3daaafa5402ea91fb9166faa2489ce5c440506.m3u8
551.25ms,CCTV7-国防军事,https://stream1.freetv.fun/1497132229191e91b3639d978c24027b562370a170c05be96cd98927c947fc00.m3u8
551.32ms,广西卫视,https://stream1.freetv.fun/9d8f557625e727926e98f5965bb2209962df72268884e60cb60e820e364e5b91.m3u8
551.33ms,南宁公共,https://stream1.freetv.fun/nan-zhu-gong-gong-7.m3u8
551.39ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-22.ctv
551.44ms,四川卫视,https://stream1.freetv.fun/570149aeadba6215aa6370c20ee7b85a3905bd412772b53ac1f2bad6488cfa81.m3u8
551.47ms,江西卫视,http://113.57.111.4:1111/tsfile/live/1028_1.m3u8
551.48ms,CCTV15-音乐,https://stream1.freetv.fun/648b7be65cb664f74ece6bf06fd0da367985b0f334507540fdbc65728052feee.m3u8
551.51ms,湖南娱乐,https://stream1.freetv.fun/hu-nan-yu-le-2.m3u8
551.57ms,贵州卫视,http://183.162.205.235:4022/rtp/238.1.78.244:7824
551.58ms,河南卫视,http://223.241.247.214:9901/tsfile/live/0139_1.m3u8
551.61ms,浙江国际,https://stream1.freetv.fun/zhe-jiang-guo-ji-4.m3u8
551.64ms,西藏卫视,https://stream1.freetv.fun/ee3661cfce483816b64da8060841e5a59058dd4540de995d803fcc9260d816dc.m3u8
551.83ms,丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
551.85ms,CCTV8-电视剧,https://stream1.freetv.fun/0a41a74a908f871b3e73f9381b831e6bdf23a89efb600e3c5d4532c0a8e7f6e8.m3u8
552.01ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-5.m3u8
552.14ms,湖北卫视,https://stream1.freetv.fun/95a48ba741cb55df727c504cdfd501c65310a9ad60fdcdbb36ad8277d5790f27.m3u8
552.18ms,辽宁卫视,https://stream1.freetv.fun/642285f82d3268d64d83fc3b81deb897a2b2547d4a7a5695fa54dfcbec21f86b.m3u8
552.25ms,四川卫视,https://stream1.freetv.fun/si-chuan-wei-shi-gao-qing-7.ctv
552.26ms,CCTV3-综艺,https://www.freetv.top/migu/624878271.m3u8?migutoken=378e88bb1cdf6fc60162029782704adf22e6233c4fecc2c86beef238fb4fda6218a6c0b4c842834a98efc2336720321c056ceab81c3e0f4e354c0da5dd2e3e557d7ddbb0a71c2cebc5801adda7
552.27ms,东南卫视,http://123.129.70.178:9901/tsfile/live/0137_1.m3u8
552.40ms,CCTV11-戏曲,https://stream1.freetv.fun/35a2fbcacbefea4356860da239a47e740d38a880572de2de20476bead6129246.m3u8
552.46ms,新疆卫视,https://stream1.freetv.fun/e7a053abe997b38ab5da298dbe0ab1b78baee99b05594e77c3f2375af55027c8.m3u8
552.47ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-18.ctv
552.48ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-8.ctv
552.61ms,湖州公共,https://stream1.freetv.fun/hu-zhou-gong-gong-2.m3u8
552.64ms,CCTV4K,http://183.162.205.235:4022/rtp/238.1.78.137:6968
552.66ms,北京卫视,http://smart.pendy.dpdns.org/Smart.php?id=beijing
552.67ms,浙江卫视,https://stream1.freetv.fun/72a0e9b3f0b9ffe0c25538f7c7a247ad13b6c88315ee5e0d9d2b8c48dd089067.m3u8
552.74ms,新疆卫视,https://stream1.freetv.fun/76f778346d34fe24d36da8d8a180dc4610a107d5344084dce026498faabd0220.m3u8
552.77ms,浙江民生休闲,http://ali-vl.cztv.com/channels/lantian/channel006/360p.m3u8
552.78ms,湖南国际,https://stream1.freetv.fun/hu-nan-guo-ji-2.m3u8
552.97ms,辽宁卫视,https://stream1.freetv.fun/liao-zhu-wei-shi-gao-qing-5.ctv
552.98ms,河南都市,https://stream1.freetv.fun/he-nan-du-shi-1.ctv
552.99ms,浙江城市之声,http://ali-m-l.cztv.com/channels/lantian/fm107/128k.m3u8
553.04ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-3.m3u8
553.08ms,黑龙江卫视,https://stream1.freetv.fun/087456913719058fb740006ecdf7120b81e5818884d3ba985eef31d2f0865994.m3u8
553.10ms,深圳卫视,https://stream1.freetv.fun/59d27a1d92844dfed30e22eaf3058fdddef2262beb17a644baa4320a51c9e91a.m3u8
553.18ms,浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel06/720p.m3u8
553.33ms,山东卫视,http://183.162.205.235:4022/rtp/238.1.78.169:7224
553.34ms,湖北教育,https://stream1.freetv.fun/hu-bei-jiao-yu-8.m3u8
553.35ms,天津卫视,http://183.162.205.235:4022/rtp/238.1.78.20:6088
553.36ms,湖南卫视,http://183.162.205.235:4022/rtp/238.1.78.160:7152
553.36ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-37.m3u8
553.39ms,2020年春晚,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
553.47ms,天津卫视,https://stream1.freetv.fun/tian-jin-wei-shi-gao-qing-2.m3u8
553.47ms,浙江卫视,https://stream1.freetv.fun/0df862875bddfc375a0013f39f6b8787ba04f39160fa0449e305f8952e8209e9.m3u8
553.58ms,河北都市,https://stream1.freetv.fun/he-bei-du-shi-20.ctv
553.59ms,兵团卫视,https://stream1.freetv.fun/1af67d7e8aca8d45f4ea917eccc40ef1bec6f3778e30d6a89a9624f54fd298b7.m3u8
553.60ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-6.ctv
553.62ms,CCTV4-中文国际,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
553.74ms,宁夏卫视,https://stream1.freetv.fun/a2498d1e0bc99fb08805758a9ea1ee9d80729bd77d22fb71cce4b0e14786dae1.m3u8
553.76ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-14.m3u8
553.80ms,天津卫视,https://stream1.freetv.fun/c8c2f6c41f02c70866924be598307a49bab6a6fe432d423d6c7f09c65fdf5ada.m3u8
553.83ms,南宁都市生活,https://stream1.freetv.fun/nan-zhu-du-shi-sheng-huo-1.m3u8
553.86ms,东方卫视,https://stream1.freetv.fun/2df6bf87a1f3e0fb1e5e166150a7b2f68840bbeedffddac9863085c08c27317a.m3u8
553.87ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-11.m3u8
553.93ms,求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-18.m3u8
553.93ms,石家庄都市,https://stream1.freetv.fun/shi-jia-zhuang-du-shi-12.m3u8
554.01ms,梨园频道,http://218.8.87.96:4000/rtp/229.58.190.152:5000
554.13ms,CCTV5-体育,https://stream1.freetv.fun/940832bf25a15c5e44fa17a9b73f6dba14850e25b94c67f665d781642a9f24c1.m3u8
554.16ms,诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
554.22ms,优漫卡通,https://stream1.freetv.fun/61f1d51aed4a6e4ad9cde2362c1b00cd4cc8fb72bcf69d78458d36a46822d598.m3u8
554.28ms,贵州卫视,https://www.yangshipin.cn/tv/home?pid=600002490
554.29ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-10.ctv
554.32ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-16.ctv
554.39ms,湖南公共,https://stream1.freetv.fun/hu-nan-gong-gong-4.m3u8
554.47ms,CCTV5-体育,http://223.241.247.214:9901/tsfile/live/0005_1.m3u8
554.49ms,东方卫视,https://stream1.freetv.fun/7e289f331f52384fae58e2989a59322326324c8031a19553720d72e60bbfe02c.m3u8
554.50ms,金鹰卡通,https://stream1.freetv.fun/ipv6-jin-ying-qia-tong-26.m3u8
554.53ms,天津卫视,https://stream1.freetv.fun/tian-jin-wei-shi-gao-qing-1.ctv
554.71ms,内蒙古卫视,https://stream1.freetv.fun/48e0d589868b805b91108d697cdbcb47c6f2982e8199bf3e5e5dd508fb4d5977.m3u8
554.74ms,CCTV5-体育,https://stream1.freetv.fun/9e926f3e5f09d37a0cee1a59c02b4b9e796bcc61e2a2fd1ee5af6d9991e875ac.m3u8
555.07ms,CCTV15-音乐,https://stream1.freetv.fun/4edeffb19d7ee2314ded08b16b8dc527b7014a56f24d6313ca69a2157d429b08.m3u8
555.09ms,河南卫视,https://stream1.freetv.fun/42d03f5d46664a27303c567a2464e062a4300b5fcc0974f55aa1e63da3baa02f.m3u8
555.30ms,宁夏卫视,https://stream1.freetv.fun/b3363040c57368928cb5d235ccc1a3b79bb3faccdeb1edbff8113e94dcd09284.m3u8
555.31ms,东南卫视,https://stream1.freetv.fun/dong-nan-wei-shi-gao-qing-2.m3u8
555.38ms,宁夏卫视,https://stream1.freetv.fun/d9f91e5ab7ea769b6fabc592149e71772171fb6eb53c004ea91855498d8c0296.m3u8
555.59ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-20.m3u8
555.62ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-40.m3u8
555.62ms,云南卫视,https://stream1.freetv.fun/a04a45e12d2c082211a9ea543178283a7273f149409adcaa4aff250153742883.m3u8
555.62ms,优漫卡通,https://stream1.freetv.fun/ipv6-you-man-qia-tong-25.m3u8
555.62ms,深圳少儿,https://stream1.freetv.fun/shen-zhen-shao-er-7.ctv
555.65ms,甘肃卫视,https://stream1.freetv.fun/7cc76bed6f2f891b941844bc0fa168c739d41772a8435e20998d4ca4594ebea2.m3u8
555.69ms,CCTV1-综合,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8
555.72ms,贵州卫视,https://stream1.freetv.fun/caaa783fef84dc9616efd12130e12c203f778c37b47e56803d8b4c0659254948.m3u8
555.78ms,北京卫视,https://stream1.freetv.fun/72571dcfa2deeb5757def46d5433417ae8430a3a7fad1ea45d459f58a771568d.m3u8
555.82ms,湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-17.ctv
555.84ms,深圳卫视,http://218.8.87.96:4000/rtp/229.58.190.52:5000
555.85ms,湖北教育,https://stream1.freetv.fun/hu-bei-jiao-yu-9.m3u8
555.93ms,西藏卫视,https://stream1.freetv.fun/f8e8db518a6dfddd119d8b4ab6988e5e2b831145ef193422e8a4b3edfa0d92f4.m3u8
555.95ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-7.m3u8
555.97ms,CCTV1-综合,http://120.76.248.139/live/bfgd/4200000484.m3u8
556.02ms,陕西公共,http://ls.qingting.fm/live/1222.m3u8
556.03ms,深圳卫视,https://stream1.freetv.fun/c88e71d3caecbd41fcc101d5b8fa25130581f9c7e8341dc5af20b30af6612aff.m3u8
556.08ms,经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-15.ctv
556.09ms,南宁都市生活,https://stream1.freetv.fun/nan-zhu-du-shi-sheng-huo-2.m3u8
556.12ms,金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8
556.13ms,重庆卫视,https://stream1.freetv.fun/c698772cba1205023be7edde28880ad3afa7b9233348b3b7535889c8346bda8e.m3u8
556.20ms,兰溪新闻综合,https://stream1.freetv.fun/lan-xi-xin-wen-zong-he-3.m3u8
556.23ms,汕尾新闻综合,https://stream1.freetv.fun/shan-wei-xin-wen-zong-he-5.ctv
556.25ms,河南卫视,http://120.76.248.139/live/bfgd/4200000339.m3u8
556.32ms,CCTV2-财经,https://stream1.freetv.fun/c63e00b6f6e11db0e25eba94d5c4c63b4af30261838b8c91652553fb0f8e7b8a.m3u8
556.32ms,法·时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
556.36ms,河南卫视,https://stream1.freetv.fun/30a83f0e3f611bb25ea4cd2d8df9e6b10e7ffbf002513c5e046dd9fb135dc269.m3u8
556.38ms,甘肃卫视,https://stream1.freetv.fun/9c7c70ecfd4353d960f5ee84654b872b267675120c5e5ea608f8c44ef4ee1704.m3u8
556.39ms,浙江卫视,http://218.8.87.96:4000/rtp/229.58.190.28:5000
556.44ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-42.ctv
556.46ms,湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-12.m3u8
